content,cleaned_content,score,accuracy,completeness,satisfaction,reasoning
"saldo terpotong dengan sendirinya tanpa seizin dari pengguna nya, ini namanya main sepihak aplikasi ngx bisa di andalkan untuk menyimpan uang dalam jangka minimal 1h, banyak aplikasi dompet digital dan sejenisnya ngx kayak DANA main potong dana pengguna tanpa izin dan tanpa 2 pihak yg sepakat, biasanya jika ingin transaksi biasanya memerlukan pin ini ngx main potong aja, intinya jelekk kali kalo sudah begini seperti tidak ada SOP dan keamanan untuk penggunanya, burukk parah ni apkk!!!","saldo terpotong dengan sendirinya tanpa seizin dari pengguna nya, ini namanya main sepihak aplikasi ngx bisa di andalkan untuk menyimpan uang dalam jangka minimal 1h, banyak aplikasi dompet digital dan sejenisnya ngx kayak dana main potong dana pengguna tanpa izin dan tanpa 2 pihak yg sepakat, biasanya jika ingin transaksi biasanya memerlukan pin ini ngx main potong aja, intinya jelekk kali kalo sudah begini seperti tidak ada sop dan keamanan untuk penggunanya, burukk parah ni apkk!!!",1,,,,
"Percma transaksi bnyak ,nggk prna muncul dana instan n dana cicil nya","percma transaksi bnyak ,nggk prna muncul dana instan n dana cicil nya",1,,,,
"ini dana nya kenapa sih, ngga bisa transfer uang & scan barcode selalu ""metode pembayaran anda di tolak demi keamanan"" kecewa sih, udah 2 minggu lebih...","ini dana nya kenapa sih, ngga bisa transfer uang scan barcode selalu metode pembayaran anda di tolak demi keamanan kecewa sih, udah 2 minggu lebih...",1,,,,
"aplikasi menyusahkan,,dana cicil gk bisa si pakai,saldo ad,transaksi banyak,giliran akun dana lama hilang,mau ganti(m3narik akun lama)ke akun baru susahhh sudah3th minta di bantu gk ad kejelasan,,klo gk nia5 bantu jangan peesulit","aplikasi menyusahkan,,dana cicil gk bisa si pakai,saldo ad,transaksi banyak,giliran akun dana lama hilang,mau ganti m3narik akun lama ke akun baru susahhh sudah3th minta di bantu gk ad kejelasan,,klo gk nia5 bantu jangan peesulit",1,,,,
"tiba tiba dana kkesedot contacttested atau apalah, padahal tidak pernah berlangganan aplikasi tersebut","tiba tiba dana kkesedot contacttested atau apalah, padahal tidak pernah berlangganan aplikasi tersebut",1,,,,
JELEK GA BISA LOGIN,jelek ga bisa login,1,,,,
"apk apa ini pok, mending gopaynya. liat nomer yg lagi dipake aja susah kali gk kek gopay, isi saldo pun bayar admin klo di gopay gratis admin","apk apa ini pok, mending gopaynya. liat nomer yg lagi dipake aja susah kali gk kek gopay, isi saldo pun bayar admin klo di gopay gratis admin",1,,,,
"niat mau top up buat co aja susah banget, tulisannya ada kesalahan di sistem, dari kemarin begini terus. udah coba buat restart hp, nunggu seharian, bersihin memori sampe logout terus login ulang juga tetep gabisa. mohon diperbaiki dong","niat mau top up buat co aja susah banget, tulisannya ada kesalahan di sistem, dari kemarin begini terus. udah coba buat restart hp, nunggu seharian, bersihin memori sampe logout terus login ulang juga tetep gabisa. mohon diperbaiki dong",1,,,,
aplikasi dana disuruh perbaharui data tapi pilihan alamatnya egk ada. masak pilihan kecamatan egk ada. tolong ini bagaimana dana. kok egk jelas kalian,aplikasi dana disuruh perbaharui data tapi pilihan alamatnya egk ada. masak pilihan kecamatan egk ada. tolong ini bagaimana dana. kok egk jelas kalian,1,,,,
"dngok lah, buat pembayaran steam aja ga bisa, verifikasi A+ gagal muly"", udh kirim screenshot juga gak membantu.","dngok lah, buat pembayaran steam aja ga bisa, verifikasi a gagal muly , udh kirim screenshot juga gak membantu.",1,,,,
"pusing uang dah transfer aktifivitas dah berhasil giliran cek bank ga ada saldo masuk udah laporan pihak bank suruh laporan pihak dana ,aplikasi gak mau tanggung jawab cek mutasi berhasil uang pun ga ada masuk di pihak bank gmana mau ngadu udah ngadu sama sini sama aja ya Allah uang modal pulak","pusing uang dah transfer aktifivitas dah berhasil giliran cek bank ga ada saldo masuk udah laporan pihak bank suruh laporan pihak dana ,aplikasi gak mau tanggung jawab cek mutasi berhasil uang pun ga ada masuk di pihak bank gmana mau ngadu udah ngadu sama sini sama aja ya allah uang modal pulak",1,,,,
"kenapa sih kalo mau tarik tunai harus di upgred,padahal saya sudah upgraid tapi sama ajaa bikin saya kesel","kenapa sih kalo mau tarik tunai harus di upgred,padahal saya sudah upgraid tapi sama ajaa bikin saya kesel",1,,,,
"ini gmn ya, saya top up duit ke dana tapi engga masuk??? di telen duit saya aoa gimanaa?? suda hampir sejam","ini gmn ya, saya top up duit ke dana tapi engga masuk??? di telen duit saya aoa gimanaa?? suda hampir sejam",1,,,,
Knpa gk bisa di buka sya baru instal nh,knpa gk bisa di buka sya baru instal nh,1,,,,
"salah kirim uang dan saya mengirim ditel transaksi tersebut dan nomor tersebut tidak ada, tapi saya minta bantuan dan dia bilang nomor terdaftar padahal nomor tersebut tidak ada","salah kirim uang dan saya mengirim ditel transaksi tersebut dan nomor tersebut tidak ada, tapi saya minta bantuan dan dia bilang nomor terdaftar padahal nomor tersebut tidak ada",1,,,,
kesalahan jaringan mulu padahal jaringan sangat bagus buat apk lain lancar aja tapi di apk ini pas login kesalahan jaringan,kesalahan jaringan mulu padahal jaringan sangat bagus buat apk lain lancar aja tapi di apk ini pas login kesalahan jaringan,1,,,,
pembayaran lewat qiris sangat tidak berfungsi di aplikasi ini terlalu banyak kendala aplikasinya juga berat,pembayaran lewat qiris sangat tidak berfungsi di aplikasi ini terlalu banyak kendala aplikasinya juga berat,1,,,,
makin kesini ternyata apk Dana ini makin mahal. transfer ke BNI dn Seabank masing² kena admin 2500😭 makanya org² pada pindah ke apk lain,makin kesini ternyata apk dana ini makin mahal. transfer ke bni dn seabank masing kena admin 2500 makanya org pada pindah ke apk lain,1,,,,
"ini tolol apa gimana? tiap kali mau login balik ke nomor yang sama, tapi karna nomor kartunya nonaktif disuruh masukin pin dulu, tapi minusnya PINnya udah agak lupa, tapi makin parah dan tololnya lagi pas disuruh verifikasi pakai sidik jari atau sandi pola yang seharusnya udah berhasil malah balik disuruh buat masukin pin, masih mendingan dana versi yang dulu, minta kode OTP nya bisa lewat What'sapp dan gak cuma SMS, sekarang kek sampah.","ini tolol apa gimana? tiap kali mau login balik ke nomor yang sama, tapi karna nomor kartunya nonaktif disuruh masukin pin dulu, tapi minusnya pinnya udah agak lupa, tapi makin parah dan tololnya lagi pas disuruh verifikasi pakai sidik jari atau sandi pola yang seharusnya udah berhasil malah balik disuruh buat masukin pin, masih mendingan dana versi yang dulu, minta kode otp nya bisa lewat what sapp dan gak cuma sms, sekarang kek sampah.",1,,,,
transaksi uang masuk kena biaya 1000. sehari 50x transaksi masuk udh habis 50rb. makin parah aja !!!,transaksi uang masuk kena biaya 1000. sehari 50x transaksi masuk udh habis 50rb. makin parah aja !!!,1,0.0,0.0,1.0,"Pengguna menyatakan kekecewaan dengan biaya transaksi yang tinggi dan mengungkapkan emosi negatif dengan kata 'makin parah aja !!!', tetapi tidak menyebutkan kesalahan fungsi atau kekurangan fitur."
"apl terparah yg prnh sy gunakan, rusak rusak, klo ada mslh susah,, suruh chat dngn robot ya jelas g nyambung lah, dri 2025 sampe skrng laporan sy diabaikan g diapa2in, apa2. n,, parahh parahhh","apl terparah yg prnh sy gunakan, rusak rusak, klo ada mslh susah,, suruh chat dngn robot ya jelas g nyambung lah, dri 2025 sampe skrng laporan sy diabaikan g diapa2in, apa2. n,, parahh parahhh",1,,,,
"beli paket data via dana, gak jelas saldo kepotong kuotanya nol","beli paket data via dana, gak jelas saldo kepotong kuotanya nol",1,,,,
"Dana Payah, customer care cuma pakai chat bot, gak ada solusi. ayo kasih rating bintang satu biar jeblok. Selalu gagal pemindahan akun, alasan ada aset yg gue bingung gimana mo log in ke akun lama kan udah gak aktif nomornya. Bener² merepokan semenjak Pakai Chat Box gal Guna itu.","dana payah, customer care cuma pakai chat bot, gak ada solusi. ayo kasih rating bintang satu biar jeblok. selalu gagal pemindahan akun, alasan ada aset yg gue bingung gimana mo log in ke akun lama kan udah gak aktif nomornya. bener merepokan semenjak pakai chat box gal guna itu.",1,,,,
"tolong pihak dana KLO ngejalanin apk yng bner,gua udah beli Kouta tpi ga masuk minta bantuan juga ga berhasil tolong cek sistem nya! apk eror","tolong pihak dana klo ngejalanin apk yng bner,gua udah beli kouta tpi ga masuk minta bantuan juga ga berhasil tolong cek sistem nya! apk eror",1,,,,
yth Developer: kenapa dana cicil saya tidak bisa di gunakan padahal limit ny masi ada dan tidak telat bayar juga?! mohon di jawab,yth developer kenapa dana cicil saya tidak bisa di gunakan padahal limit ny masi ada dan tidak telat bayar juga?! mohon di jawab,1,,,,
gak bagus gak bisa premium dan jelek tidak bisa apa apa tanpa premium aplikasi apaan kaya gini cuih,gak bagus gak bisa premium dan jelek tidak bisa apa apa tanpa premium aplikasi apaan kaya gini cuih,1,,,,
Di suruh perbarui data terus.. sekalinya di isi bagian kecamatan nya gak ada pilihan.. jadi gak bisa gunakan apk dana ini.. nanti setelah bagus saya balik lagi kasi rate 5...,di suruh perbarui data terus.. sekalinya di isi bagian kecamatan nya gak ada pilihan.. jadi gak bisa gunakan apk dana ini.. nanti setelah bagus saya balik lagi kasi rate 5...,1,,,,
"udah tau nomer sudah tidak aktif hilang . minta otp terus , dana nya belum premium , susah banget buat cari solusi . sampah .","udah tau nomer sudah tidak aktif hilang . minta otp terus , dana nya belum premium , susah banget buat cari solusi . sampah .",1,,,,
kenapa di hp Oppo a31 dana tidak bisa di buka selalu balik ke awal Mulu dan ada tulisan tidak di dukung,kenapa di hp oppo a31 dana tidak bisa di buka selalu balik ke awal mulu dan ada tulisan tidak di dukung,1,,,,
"ni apk makin lama makin gak jelas, Transaksi dibatalkan dri dana eh uangnya tidak kembali, padahal dari pesan aktivitas uang sudah dikembalikan tapi pas di cek nominalnya belum kembali, hadehh.","ni apk makin lama makin gak jelas, transaksi dibatalkan dri dana eh uangnya tidak kembali, padahal dari pesan aktivitas uang sudah dikembalikan tapi pas di cek nominalnya belum kembali, hadehh.",1,,,,
LIMIT 400.000 TAPI GAK BISA DI PAKAI!!! APK GAK JELAS!!!!,limit 400.000 tapi gak bisa di pakai!!! apk gak jelas!!!!,1,,,,
saldo dana saya belum masuk apk bodoh saya tidak iklas semoga perusahaan dana cepat dapat musibah,saldo dana saya belum masuk apk bodoh saya tidak iklas semoga perusahaan dana cepat dapat musibah,1,,,,
sering bug pembaruan data sudah di perbarui tapi tetap nge bug,sering bug pembaruan data sudah di perbarui tapi tetap nge bug,1,,,,
Gimana cara nya upgrade ke dana premium 🙏 Biar bisa narik uang di dana 🙏,gimana cara nya upgrade ke dana premium biar bisa narik uang di dana,1,,,,
untuk tarik tunai dengan alfa atau indomaret lebih baik di putus saja kerjasama nya. banyak yg menolak penarikan dari sana.,untuk tarik tunai dengan alfa atau indomaret lebih baik di putus saja kerjasama nya. banyak yg menolak penarikan dari sana.,1,,,,
"parah ga bisa login udah 2 hari, padahal jaringan lancar,nonton lancar, udah hapus cache APUS data, sampe reset pengaturan awal, memang kayaknya udah waktunya pindah sebelah , si ungu atau si go biru","parah ga bisa login udah 2 hari, padahal jaringan lancar,nonton lancar, udah hapus cache apus data, sampe reset pengaturan awal, memang kayaknya udah waktunya pindah sebelah , si ungu atau si go biru",1,,,,
parah tiba2 ada dana cicil kenapa bisa begitu. jangan pake dana disedot terus uang kalian,parah tiba2 ada dana cicil kenapa bisa begitu. jangan pake dana disedot terus uang kalian,1,,,,
"untuk akun saya sudah di hack, dan tdk bisa dibuka dengan nomor sya karena nomor sya dipakai dengan email saya yang di hack, sehingga pas waktu masuk dengan nomor hp nanti dikirim kode otp ke email sya yg di hack, sehingga tdk bisa sya lihat kode otpnya","untuk akun saya sudah di hack, dan tdk bisa dibuka dengan nomor sya karena nomor sya dipakai dengan email saya yang di hack, sehingga pas waktu masuk dengan nomor hp nanti dikirim kode otp ke email sya yg di hack, sehingga tdk bisa sya lihat kode otpnya",1,,,,
Perhatian !!! Dihimbaukan kepada seluruh Nasabah pengguna Aplikasi DANA agar berhati hati menggunakan Aplikasi ini. Karena Aplikasi TUYUL ini Maling / Rampok BERKEDOK Bank Digital yg dapat mencuri dan merampok Uang / Saldo pada Akun DANA kita . Dengan modus telah terjadi transaksi pembelian pulsa dsb . Faktanya transaksi tersebut bukan kita yg melakukan nya dan bukan berasal dari perangkat kita sebagai pemilik Akun DANA yg Sah. Aplikasi ini sangat merugikan dan menyengsarakan Nasabah nya.,perhatian !!! dihimbaukan kepada seluruh nasabah pengguna aplikasi dana agar berhati hati menggunakan aplikasi ini. karena aplikasi tuyul ini maling rampok berkedok bank digital yg dapat mencuri dan merampok uang saldo pada akun dana kita . dengan modus telah terjadi transaksi pembelian pulsa dsb . faktanya transaksi tersebut bukan kita yg melakukan nya dan bukan berasal dari perangkat kita sebagai pemilik akun dana yg sah. aplikasi ini sangat merugikan dan menyengsarakan nasabah nya.,1,,,,
jlek banget kalo mau buka masa harus pake wifi dong aplikasi terburuk,jlek banget kalo mau buka masa harus pake wifi dong aplikasi terburuk,1,,,,
knp pas aku top up ff di dana tertulis gagal tapi uang nya di tarik tolong kembalikan uang ku,knp pas aku top up ff di dana tertulis gagal tapi uang nya di tarik tolong kembalikan uang ku,1,,,,
"Aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto KTP udah,verifikasi wajah udah,no pin udah,eee,ujung_ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya Diana,diananya boot","aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto ktp udah,verifikasi wajah udah,no pin udah,eee,ujung ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya diana,diananya boot",1,,,,
"lag banget anj, masa login aja gabisa, alasan koneksi buruk lah apalah, padahal jaringan gw lancar lancar ajaa, tolong dehhhhh","lag banget anj, masa login aja gabisa, alasan koneksi buruk lah apalah, padahal jaringan gw lancar lancar ajaa, tolong dehhhhh",1,,,,
transaksi yg tadi gratis skarng jdi ada potongan 1500,transaksi yg tadi gratis skarng jdi ada potongan 1500,1,,,,
ngak tau setiap saya simpan saldo saya di dana tiba tiba hilang... saya jg bingung mau complain terkait masalah ini... semalam saya isi saldo dana saya skarang sisa nol rupiah... mudah di retas... mohon tolong admin dan penanggung jawab dana bantu solusi... tolong cantumkan nomor kontak darurat atau kontak pelayanan nya...,ngak tau setiap saya simpan saldo saya di dana tiba tiba hilang... saya jg bingung mau complain terkait masalah ini... semalam saya isi saldo dana saya skarang sisa nol rupiah... mudah di retas... mohon tolong admin dan penanggung jawab dana bantu solusi... tolong cantumkan nomor kontak darurat atau kontak pelayanan nya...,1,,,,
ini kenapa ya apk dana nya malah suka keluar sendiri,ini kenapa ya apk dana nya malah suka keluar sendiri,1,,,,
jangan pake dana dana skrng mah udh gk jelas saya udh bayar dana cicil skrng udh gk bisa di pake Dan dana cicil nya limit nya gk pernah naik,jangan pake dana dana skrng mah udh gk jelas saya udh bayar dana cicil skrng udh gk bisa di pake dan dana cicil nya limit nya gk pernah naik,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (tidak bisa menggunakan dana cicil) dan menunjukkan respon emosional negatif (kecewa)
Suruh upgrade baru bisa transaksi. udah di upgrade malah masih nga bisa😬,suruh upgrade baru bisa transaksi. udah di upgrade malah masih nga bisa,1,,,,
sebenarnya dana adalah aplikasi y bagus cuma ini knp pas aku mau isikan danaku knp loadingnya lama sekali,sebenarnya dana adalah aplikasi y bagus cuma ini knp pas aku mau isikan danaku knp loadingnya lama sekali,1,,,,
sistem dana tolong dibenerin..bayangin aja..saya lagii urgent buat kirim uang ke keluarga dikampung yang lagi butuh cepet..tapi sistem aplikasi ini tidak membantu sama sekali..anda ingin melihat keluarga kami menderita?,sistem dana tolong dibenerin..bayangin aja..saya lagii urgent buat kirim uang ke keluarga dikampung yang lagi butuh cepet..tapi sistem aplikasi ini tidak membantu sama sekali..anda ingin melihat keluarga kami menderita?,1,,,,
apa si upgrade terus.gk bisa buat tf,apa si upgrade terus.gk bisa buat tf,1,,,,
"akun saya gak bisa dibuka karna kartu SIM saya hilang dan di dalam akun saya ada uang 1 juta padahal saya mau login ke akun pakai pin bener sama wajah juga sudah benar tapi harus ada otp trs dlu gak kaya gni ribet banget udh cht ke help dana lewat email karna ingin minta otp lewat email tapi gak ada respon sama sekali udh pasrah aja sih, pihak dana malah kaya yg sengaja udh mnurut saya uninstall aja sih apk gni mending gopay atau shopeepay","akun saya gak bisa dibuka karna kartu sim saya hilang dan di dalam akun saya ada uang 1 juta padahal saya mau login ke akun pakai pin bener sama wajah juga sudah benar tapi harus ada otp trs dlu gak kaya gni ribet banget udh cht ke help dana lewat email karna ingin minta otp lewat email tapi gak ada respon sama sekali udh pasrah aja sih, pihak dana malah kaya yg sengaja udh mnurut saya uninstall aja sih apk gni mending gopay atau shopeepay",1,,,,
"udah puluhan tahun pake Transaksi di Dana,nggak pernah nongol fitur DANA CICIL/ DANA INSTANT nya.. KECEWA !!! UNISTALL FIX KALO GINI CARANYA !!","udah puluhan tahun pake transaksi di dana,nggak pernah nongol fitur dana cicil dana instant nya.. kecewa !!! unistall fix kalo gini caranya !!",1,,,,
jangan pakai apk ini daripada kalian nyesel!!! apk busuk!!!,jangan pakai apk ini daripada kalian nyesel!!! apk busuk!!!,1,,,,
"aplikasi dana gk bagus, keamanannya kurang .. masak tdi siang aku kecolongan dana 300 ribu sialan benar","aplikasi dana gk bagus, keamanannya kurang .. masak tdi siang aku kecolongan dana 300 ribu sialan benar",1,,,,
bantuan DIANA benar-benar tidak membantu..,bantuan diana benar benar tidak membantu..,1,,,,
"kenapa ?? tidak masuk² udah verifikasi wajah, pin juga udah tp gak masuk² loadingnya lama bgt 30 menit lebih sampe sekarang","kenapa ?? tidak masuk udah verifikasi wajah, pin juga udah tp gak masuk loadingnya lama bgt 30 menit lebih sampe sekarang",1,,,,
malah nampilin iklan judol gobllk,malah nampilin iklan judol gobllk,1,,,,
"saya kecewa karna di akun Dana saya gak bisa di gunakan, padahal selalu pake dana kalu bertrnasaksi","saya kecewa karna di akun dana saya gak bisa di gunakan, padahal selalu pake dana kalu bertrnasaksi",1,,,,
tidak bisa top up ke shopepay,tidak bisa top up ke shopepay,1,,,,
"aplikasi dana tidak aman buat orang"" hati hati sekarang aplikasi ini tidak aman",aplikasi dana tidak aman buat orang hati hati sekarang aplikasi ini tidak aman,1,,,,
